Year,Country of Stay/Residence,Origin,OBS_VALUE
1992,Philippines,Australia,16110
1992,Poland,Australia,2020
1992,Russian Federation,Australia,40
1992,Saudi Arabia,Australia,2570
1992,Singapore,Australia,116810
1992,South Africa,Australia,15260
1992,South Korea,Australia,33570
1992,Spain,Australia,4900
1992,Sri Lanka,Australia,3830
1992,Sweden,Australia,19120
1992,Switzerland,Australia,29010
1992,Taiwan,Australia,63470
1992,Thailand,Australia,33560
1992,United Arab Emirates,Australia,1840
1992,United States of America,Australia,262850
1992,Vanuatu,Australia,3230
1992,Vietnam,Australia,4750
1993,Argentina,Australia,3870
1993,Austria,Australia,13150
1993,Bangladesh,Australia,700
1993,Belgium,Australia,5320
1993,Brazil,Australia,2670
1993,Cambodia,Australia,510
1993,Canada,Australia,50530
1993,Chile,Australia,1580
1993,China,Australia,22270
1993,Colombia,Australia,570
1993,Denmark,Australia,11580
1993,Fiji,Australia,17310
1993,Finland,Australia,4710
1993,France,Australia,31000
1993,Germany,Australia,105590
1993,Hong Kong,Australia,92010
1993,India,Australia,9770
1993,Indonesia,Australia,71550
1993,Iran,Australia,1120
1993,Ireland,Australia,11020
1993,Israel,Australia,5510
1993,Italy,Australia,31630
1993,Japan,Australia,670820
1993,Malaysia,Australia,80400
1993,Mexico,Australia,2070
1993,Nepal,Australia,340
1993,Netherlands,Australia,27490
1993,New Caledonia,Australia,18390
1993,New Zealand,Australia,499270
1993,Norway,Australia,4640
1993,Pakistan,Australia,1390
1993,Papua New Guinea,Australia,40430
1993,Philippines,Australia,17920
1993,Poland,Australia,2410
1993,Russian Federation,Australia,540
1993,Saudi Arabia,Australia,3410
1993,Singapore,Australia,154900
1993,South Africa,Australia,26420
1993,South Korea,Australia,62020
1993,Spain,Australia,5450
1993,Sri Lanka,Australia,3630
1993,Sweden,Australia,17600
1993,Switzerland,Australia,30550
1993,Taiwan,Australia,108720
1993,Thailand,Australia,46450
1993,United Arab Emirates,Australia,1950
1993,United States of America,Australia,281270
1993,Vanuatu,Australia,3220
1993,Vietnam,Australia,3320
1994,Argentina,Australia,5270
1994,Austria,Australia,15520
1994,Bangladesh,Australia,600
1994,Belgium,Australia,7000
1994,Brazil,Australia,3880
1994,Cambodia,Australia,550
1994,Canada,Australia,54280
1994,Chile,Australia,2040
1994,China,Australia,29690
1994,Colombia,Australia,810
1994,Denmark,Australia,14650
1994,Fiji,Australia,19490
1994,Finland,Australia,5540
1994,France,Australia,34520
1994,Germany,Australia,122690
1994,Hong Kong,Australia,109540
1994,India,Australia,12090
1994,Indonesia,Australia,105710
1994,Iran,Australia,1300
1994,Ireland,Australia,15160
1994,Israel,Australia,6870
1994,Italy,Australia,36690
1994,Japan,Australia,721090
1994,Malaysia,Australia,95070
1994,Mexico,Australia,2410
1994,Nepal,Australia,500
1994,Netherlands,Australia,30920
1994,New Caledonia,Australia,20210
1994,New Zealand,Australia,480350
1994,Norway,Australia,5770
1994,Pakistan,Australia,1840
1994,Papua New Guinea,Australia,41930
1994,Philippines,Australia,21670
1994,Poland,Australia,3160
1994,Russian Federation,Australia,2750
1994,Saudi Arabia,Australia,2960
1994,Singapore,Australia,187640
1994,South Africa,Australia,30260
1994,South Korea,Australia,110270
1994,Spain,Australia,6860
1994,Sri Lanka,Australia,4420
1994,Sweden,Australia,20170
1994,Switzerland,Australia,36360
1994,Taiwan,Australia,142530
1994,Thailand,Australia,66820
1994,United Arab Emirates,Australia,2820
1994,United States of America,Australia,289680
1994,Vanuatu,Australia,3950
1994,Vietnam,Australia,4070
1995,Argentina,Australia,4640
1995,Austria,Australia,16950
1995,Bangladesh,Australia,920
1995,Belgium,Australia,7660
1995,Brazil,Australia,4710
1995,Cambodia,Australia,500
1995,Canada,Australia,58370
1995,Chile,Australia,2240
1995,China,Australia,42600
1995,Colombia,Australia,970
1995,Denmark,Australia,15740
1995,Fiji,Australia,18990
1995,Finland,Australia,5810
1995,France,Australia,35200
1995,Germany,Australia,124190
1995,Hong Kong,Australia,131690
1995,India,Australia,17140
1995,Indonesia,Australia,134950
1995,Iran,Australia,1270
1995,Ireland,Australia,17360
1995,Israel,Australia,8130
1995,Italy,Australia,36810
1995,Japan,Australia,782680
1995,Malaysia,Australia,108200
1995,Mexico,Australia,1860
1995,Nepal,Australia,860
1995,Netherlands,Australia,34530
1995,New Caledonia,Australia,21400
1995,New Zealand,Australia,538380
1995,Norway,Australia,6640
1995,Pakistan,Australia,2320
1995,Papua New Guinea,Australia,42270
1995,Philippines,Australia,26940
1995,Poland,Australia,3410
1995,Russian Federation,Australia,2820
1995,Saudi Arabia,Australia,3010
1995,Singapore,Australia,202360
1995,South Africa,Australia,32750
1995,South Korea,Australia,167970
1995,Spain,Australia,7330
1995,Sri Lanka,Australia,5890
1995,Sweden,Australia,22440
1995,Switzerland,Australia,35280
1995,Taiwan,Australia,151970
1995,Thailand,Australia,81320
1995,United Arab Emirates,Australia,3260
1995,United States of America,Australia,304880
1995,Vanuatu,Australia,3550
1995,Vietnam,Australia,4780
1996,Argentina,Australia,5350
1996,Austria,Australia,17400
1996,Bangladesh,Australia,1050
1996,Belgium,Australia,9140
1996,Brazil,Australia,7060
1996,Cambodia,Australia,390
1996,Canada,Australia,61130
1996,Chile,Australia,2420
1996,China,Australia,53980
1996,Colombia,Australia,1010
1996,Denmark,Australia,17330
1996,Fiji,Australia,21250
1996,Finland,Australia,6640
1996,France,Australia,34950
1996,Germany,Australia,125400
1996,Hong Kong,Australia,153190
1996,India,Australia,21340
1996,Indonesia,Australia,154440
1996,Iran,Australia,1430
1996,Ireland,Australia,20820
1996,Israel,Australia,9360
1996,Italy,Australia,40570
1996,Japan,Australia,813100
1996,Malaysia,Australia,134410
1996,Mexico,Australia,2220
1996,Nepal,Australia,890
1996,Netherlands,Australia,38820
1996,New Caledonia,Australia,23470
1996,New Zealand,Australia,671880
1996,Norway,Australia,7240
1996,Pakistan,Australia,2740
1996,Papua New Guinea,Australia,43480
1996,Philippines,Australia,33570
1996,Poland,Australia,3730
1996,Russian Federation,Australia,1850
1996,Saudi Arabia,Australia,2960
1996,Singapore,Australia,222820
1996,South Africa,Australia,42640
1996,South Korea,Australia,227860
1996,Spain,Australia,8110
1996,Sri Lanka,Australia,6810
1996,Sweden,Australia,23450
1996,Switzerland,Australia,39420
1996,Taiwan,Australia,159400
1996,Thailand,Australia,88920
1996,United Arab Emirates,Australia,5770
1996,United States of America,Australia,316880
1996,Vanuatu,Australia,3670
1996,Vietnam,Australia,5350
1997,Argentina,Australia,5610
1997,Austria,Australia,19550
1997,Bangladesh,Australia,1490
1997,Belgium,Australia,9240
1997,Brazil,Australia,8320
1997,Cambodia,Australia,1020
1997,Canada,Australia,64770
1997,Chile,Australia,2490
1997,China,Australia,65850
1997,Colombia,Australia,1700
1997,Denmark,Australia,16990
1997,Fiji,Australia,20010
1997,Finland,Australia,6760
1997,France,Australia,40000
1997,Germany,Australia,128870
1997,Hong Kong,Australia,151720
1997,India,Australia,26140
1997,Indonesia,Australia,160380
1997,Iran,Australia,1720
1997,Ireland,Australia,25300
1997,Israel,Australia,10600
1997,Italy,Australia,45840
1997,Japan,Australia,813890
1997,Malaysia,Australia,143680
1997,Mexico,Australia,2570
1997,Nepal,Australia,690
1997,Netherlands,Australia,42030
1997,New Caledonia,Australia,21780
1997,New Zealand,Australia,685650
1997,Norway,Australia,9440
1997,Pakistan,Australia,3040
1997,Papua New Guinea,Australia,43970
1997,Philippines,Australia,41070
1997,Poland,Australia,4230
1997,Russian Federation,Australia,2710
1997,Saudi Arabia,Australia,3680
1997,Singapore,Australia,239290
1997,South Africa,Australia,45190
1997,South Korea,Australia,233810
1997,Spain,Australia,9380
1997,Sri Lanka,Australia,6020
1997,Sweden,Australia,24030
1997,Switzerland,Australia,38610
1997,Taiwan,Australia,153250
1997,Thailand,Australia,68580
1997,United Arab Emirates,Australia,5830
1997,United States of America,Australia,329580
1997,Vanuatu,Australia,3270
1997,Vietnam,Australia,7090
1998,Argentina,Australia,6570
1998,Austria,Australia,16920
1998,Bangladesh,Australia,2020
1998,Belgium,Australia,9430
1998,Brazil,Australia,8640
1998,Cambodia,Australia,1440
1998,Canada,Australia,71700
1998,Chile,Australia,2920
1998,China,Australia,76560
1998,Colombia,Australia,1650
1998,Denmark,Australia,18200
1998,Fiji,Australia,22670
1998,Finland,Australia,6250
1998,France,Australia,42970
1998,Germany,Australia,127380
1998,Hong Kong,Australia,143420
1998,India,Australia,29390
1998,Indonesia,Australia,93040
1998,Iran,Australia,1170
1998,Ireland,Australia,31020
1998,Israel,Australia,10960
1998,Italy,Australia,47840
1998,Japan,Australia,751130
1998,Malaysia,Australia,112090
1998,Mexico,Australia,2850
1998,Nepal,Australia,960
1998,Netherlands,Australia,46980
1998,New Caledonia,Australia,23670
1998,New Zealand,Australia,709410
1998,Norway,Australia,10560
1998,Pakistan,Australia,2970
1998,Papua New Guinea,Australia,44910
1998,Philippines,Australia,35380
1998,Poland,Australia,4530
1998,Russian Federation,Australia,2990
1998,Saudi Arabia,Australia,3530
1998,Singapore,Australia,247080
1998,South Africa,Australia,56910
1998,South Korea,Australia,66640
1998,Spain,Australia,10590
1998,Sri Lanka,Australia,6820
1998,Sweden,Australia,26830
1998,Switzerland,Australia,40330
1998,Taiwan,Australia,149940
1998,Thailand,Australia,49120
1998,United Arab Emirates,Australia,10160
1998,United States of America,Australia,373910
1998,Vanuatu,Australia,4230
1998,Vietnam,Australia,8630
1999,Argentina,Australia,8780
1999,Austria,Australia,17350
1999,Bangladesh,Australia,2630
1999,Belgium,Australia,10380
1999,Brazil,Australia,8530
1999,Cambodia,Australia,1180
1999,Canada,Australia,78380
1999,Chile,Australia,2830
1999,China,Australia,92590
1999,Colombia,Australia,1740
1999,Denmark,Australia,18480
1999,Fiji,Australia,25910
1999,Finland,Australia,7750
1999,France,Australia,49140
1999,Germany,Australia,144500
1999,Hong Kong,Australia,139560
1999,India,Australia,33640
1999,Indonesia,Australia,90990
1999,Iran,Australia,1240
1999,Ireland,Australia,40450
1999,Israel,Australia,12470
1999,Italy,Australia,51430
1999,Japan,Australia,707480
1999,Malaysia,Australia,139780
1999,Mexico,Australia,3750
1999,Nepal,Australia,830
1999,Netherlands,Australia,52280
1999,New Caledonia,Australia,25010
1999,New Zealand,Australia,728790
1999,Norway,Australia,11910
1999,Pakistan,Australia,3050
1999,Papua New Guinea,Australia,50430
1999,Philippines,Australia,40270
1999,Poland,Australia,5120
1999,Russian Federation,Australia,3270
1999,Saudi Arabia,Australia,4260
1999,Singapore,Australia,266960
1999,South Africa,Australia,57950
1999,South Korea,Australia,108630
1999,Spain,Australia,12790
1999,Sri Lanka,Australia,8130
1999,Sweden,Australia,29450
1999,Switzerland,Australia,45090
1999,Taiwan,Australia,147510
1999,Thailand,Australia,61850
1999,United Arab Emirates,Australia,14250
1999,United States of America,Australia,417040
1999,Vanuatu,Australia,5490
1999,Vietnam,Australia,8920
2000,Argentina,Australia,9580
2000,Austria,Australia,18570
2000,Bangladesh,Australia,3310
2000,Belgium,Australia,11800
2000,Brazil,Australia,13390
2000,Cambodia,Australia,1340
2000,Canada,Australia,88290
2000,Chile,Australia,3240
2000,China,Australia,120260
2000,Colombia,Australia,2490
2000,Denmark,Australia,20680
2000,Fiji,Australia,23160
2000,Finland,Australia,9450
2000,France,Australia,57330
2000,Germany,Australia,143260
2000,Hong Kong,Australia,154100
2000,India,Australia,41450
2000,Indonesia,Australia,98110
2000,Iran,Australia,1610
2000,Ireland,Australia,46440
2000,Israel,Australia,13120
2000,Italy,Australia,57930
2000,Japan,Australia,720980
2000,Malaysia,Australia,152080
2000,Mexico,Australia,6230
2000,Nepal,Australia,1060
2000,Netherlands,Australia,61250
2000,New Caledonia,Australia,25270
2000,New Zealand,Australia,817030
2000,Norway,Australia,16580
2000,Pakistan,Australia,2510
2000,Papua New Guinea,Australia,44470
2000,Philippines,Australia,39180
2000,Poland,Australia,6780
2000,Russian Federation,Australia,6180
2000,Saudi Arabia,Australia,4370
2000,Singapore,Australia,285730
2000,South Africa,Australia,59510
2000,South Korea,Australia,157390
2000,Spain,Australia,16350
2000,Sri Lanka,Australia,9460
2000,Sweden,Australia,36780
2000,Switzerland,Australia,47850
2000,Taiwan,Australia,134350
2000,Thailand,Australia,72750
2000,United Arab Emirates,Australia,13450
2000,United States of America,Australia,488120
2000,Vanuatu,Australia,6460
2000,Vietnam,Australia,8820
2001,Argentina,Australia,7870
2001,Austria,Australia,17940
2001,Bangladesh,Australia,3250
2001,Belgium,Australia,10460
2001,Brazil,Australia,11610
2001,Cambodia,Australia,1410
2001,Canada,Australia,93150
2001,Chile,Australia,3780
2001,China,Australia,157940
2001,Colombia,Australia,2200
2001,Denmark,Australia,18340
2001,Fiji,Australia,24520
2001,Finland,Australia,7250
2001,France,Australia,50030
2001,Germany,Australia,147610
2001,Hong Kong,Australia,154150
2001,India,Australia,48200
2001,Indonesia,Australia,97880
2001,Iran,Australia,1920
2001,Ireland,Australia,51570
2001,Israel,Australia,14560
2001,Italy,Australia,43310
2001,Japan,Australia,673570
2001,Malaysia,Australia,149410
2001,Mexico,Australia,4680
2001,Nepal,Australia,1130
2001,Netherlands,Australia,56510
2001,New Caledonia,Australia,28710
2001,New Zealand,Australia,814880
2001,Norway,Australia,16570
2001,Pakistan,Australia,2660
2001,Papua New Guinea,Australia,38950
2001,Philippines,Australia,30410
2001,Poland,Australia,6460
2001,Russian Federation,Australia,4410
2001,Saudi Arabia,Australia,4090
2001,Singapore,Australia,296000
2001,South Africa,Australia,54940
2001,South Korea,Australia,175600
2001,Spain,Australia,12420
2001,Sri Lanka,Australia,8290
2001,Sweden,Australia,31650
2001,Switzerland,Australia,46220
2001,Taiwan,Australia,110080
2001,Thailand,Australia,79950
2001,United Arab Emirates,Australia,13970
2001,United States of America,Australia,446450
2001,Vanuatu,Australia,4870
2001,Vietnam,Australia,9300
2002,Argentina,Australia,4360
2002,Austria,Australia,19020
2002,Bangladesh,Australia,3140
2002,Belgium,Australia,10800
2002,Brazil,Australia,10240
2002,Cambodia,Australia,1170
2002,Canada,Australia,90870
2002,Chile,Australia,3010
2002,China,Australia,190020
2002,Colombia,Australia,1600
2002,Denmark,Australia,18870
2002,Fiji,Australia,23170
2002,Finland,Australia,6530
2002,France,Australia,49550
2002,Germany,Australia,134810
2002,Hong Kong,Australia,150950
2002,India,Australia,45020
2002,Indonesia,Australia,89430
2002,Iran,Australia,1770
2002,Ireland,Australia,48040
2002,Israel,Australia,15060
2002,Italy,Australia,43300
2002,Japan,Australia,715460
2002,Malaysia,Australia,159000
2002,Mexico,Australia,5400
2002,Nepal,Australia,920
2002,Netherlands,Australia,53000
2002,New Caledonia,Australia,30500
2002,New Zealand,Australia,790080
2002,Norway,Australia,16860
2002,Pakistan,Australia,2070
2002,Papua New Guinea,Australia,31260
2002,Philippines,Australia,28460
2002,Poland,Australia,8760
2002,Russian Federation,Australia,4360
2002,Saudi Arabia,Australia,4060
2002,Singapore,Australia,286860
2002,South Africa,Australia,50970
2002,South Korea,Australia,189730
2002,Spain,Australia,12440
2002,Sri Lanka,Australia,7190
2002,Sweden,Australia,30890
2002,Switzerland,Australia,41510
2002,Taiwan,Australia,97420
2002,Thailand,Australia,82660
2002,United Arab Emirates,Australia,13300
2002,United States of America,Australia,434500
2002,Vanuatu,Australia,5260
2002,Vietnam,Australia,9240
2003,Argentina,Australia,3710
2003,Austria,Australia,18810
2003,Bangladesh,Australia,3400
2003,Belgium,Australia,9860
2003,Brazil,Australia,8310
2003,Cambodia,Australia,1300
2003,Canada,Australia,87920
2003,Chile,Australia,3460
2003,China,Australia,176140
2003,Colombia,Australia,1410
2003,Denmark,Australia,19010
2003,Fiji,Australia,25470
2003,Finland,Australia,7680
2003,France,Australia,51380
2003,Germany,Australia,137890
2003,Hong Kong,Australia,129290
2003,India,Australia,45610
2003,Indonesia,Australia,90270
2003,Iran,Australia,1760
2003,Ireland,Australia,52960
2003,Israel,Australia,13340
2003,Italy,Australia,41320
2003,Japan,Australia,627740
2003,Malaysia,Australia,155610
2003,Mexico,Australia,5270
2003,Nepal,Australia,830
2003,Netherlands,Australia,50950
2003,New Caledonia,Australia,33600
2003,New Zealand,Australia,839090
2003,Norway,Australia,17180
2003,Pakistan,Australia,2610
2003,Papua New Guinea,Australia,27310
2003,Philippines,Australia,27010
2003,Poland,Australia,5490
2003,Russian Federation,Australia,5050
2003,Saudi Arabia,Australia,4040
2003,Singapore,Australia,253360
2003,South Africa,Australia,52730
2003,South Korea,Australia,207280
2003,Spain,Australia,12430
2003,Sri Lanka,Australia,8550
2003,Sweden,Australia,31800
2003,Switzerland,Australia,40910
2003,Taiwan,Australia,87740
2003,Thailand,Australia,73160
2003,United Arab Emirates,Australia,15230
2003,United States of America,Australia,422130
2003,Vanuatu,Australia,5250
2003,Vietnam,Australia,9450
2004,Argentina,Australia,3630
2004,Austria,Australia,18160
2004,Bangladesh,Australia,3510
2004,Belgium,Australia,11210
2004,Brazil,Australia,10430
2004,Cambodia,Australia,1970
2004,Canada,Australia,100170
2004,Chile,Australia,3960
2004,China,Australia,250210
2004,Colombia,Australia,1420
2004,Denmark,Australia,20760
2004,Fiji,Australia,25270
2004,Finland,Australia,9550
2004,France,Australia,58430
2004,Germany,Australia,141760
2004,Hong Kong,Australia,135640
2004,India,Australia,54710
2004,Indonesia,Australia,83630
2004,Iran,Australia,2180
2004,Ireland,Australia,54440
2004,Israel,Australia,14310
2004,Italy,Australia,47410
2004,Japan,Australia,707090
2004,Malaysia,Australia,165070
2004,Mexico,Australia,5110
2004,Nepal,Australia,840
2004,Netherlands,Australia,48700
2004,New Caledonia,Australia,35910
2004,New Zealand,Australia,1029460
2004,Norway,Australia,17170
2004,Pakistan,Australia,2580
2004,Papua New Guinea,Australia,25710
2004,Philippines,Australia,31280
2004,Poland,Australia,6260
2004,Russian Federation,Australia,6250
2004,Saudi Arabia,Australia,4860
2004,Singapore,Australia,243900
2004,South Africa,Australia,50100
2004,South Korea,Australia,213580
2004,Spain,Australia,16040
2004,Sri Lanka,Australia,9820
2004,Sweden,Australia,33990
2004,Switzerland,Australia,42100
2004,Taiwan,Australia,98600
2004,Thailand,Australia,77680
2004,United Arab Emirates,Australia,18660
2004,United States of America,Australia,431170
2004,Vanuatu,Australia,6870
2004,Vietnam,Australia,11270
2005,Argentina,Australia,4160
2005,Austria,Australia,18240
2005,Bangladesh,Australia,2750
2005,Belgium,Australia,12160
2005,Brazil,Australia,12960
2005,Cambodia,Australia,2510
2005,Canada,Australia,106730
2005,Chile,Australia,4860
2005,China,Australia,282730
2005,Colombia,Australia,1990
2005,Denmark,Australia,23150
2005,Fiji,Australia,26780
2005,Finland,Australia,10100
2005,France,Australia,65750
2005,Germany,Australia,149060
2005,Hong Kong,Australia,156180
2005,India,Australia,65800
2005,Indonesia,Australia,82690
2005,Iran,Australia,2710
2005,Ireland,Australia,61890
2005,Israel,Australia,15710
2005,Italy,Australia,51530
2005,Japan,Australia,679970
2005,Malaysia,Australia,161710
2005,Mexico,Australia,5350
2005,Nepal,Australia,1070
2005,Netherlands,Australia,51010
2005,New Caledonia,Australia,37810
2005,New Zealand,Australia,1088020
2005,Norway,Australia,17050
2005,Pakistan,Australia,3480
2005,Papua New Guinea,Australia,27540
2005,Philippines,Australia,33900
2005,Poland,Australia,6630
2005,Russian Federation,Australia,7390
2005,Saudi Arabia,Australia,6100
2005,Singapore,Australia,248140
2005,South Africa,Australia,51090
2005,South Korea,Australia,254630
2005,Spain,Australia,17060
2005,Sri Lanka,Australia,10220
2005,Sweden,Australia,36420
2005,Switzerland,Australia,42870
2005,Taiwan,Australia,110790
2005,Thailand,Australia,72960
2005,United Arab Emirates,Australia,19240
2005,United States of America,Australia,442650
2005,Vanuatu,Australia,6730
2005,Vietnam,Australia,13620
2006,Argentina,Australia,5050
2006,Austria,Australia,18170
2006,Bangladesh,Australia,2980
2006,Belgium,Australia,13290
2006,Brazil,Australia,16960
2006,Cambodia,Australia,3200
2006,Canada,Australia,115810
2006,Chile,Australia,6470
2006,China,Australia,305570
2006,Colombia,Australia,2840
2006,Denmark,Australia,23840
2006,Fiji,Australia,26990
2006,Finland,Australia,10520
2006,France,Australia,69710
2006,Germany,Australia,151840
2006,Hong Kong,Australia,147730
2006,India,Australia,80710
2006,Indonesia,Australia,82470
2006,Iran,Australia,3200
2006,Ireland,Australia,61290
2006,Israel,Australia,15010
2006,Italy,Australia,52610
2006,Japan,Australia,645910
2006,Malaysia,Australia,145990
2006,Mexico,Australia,6140
2006,Nepal,Australia,1440
2006,Netherlands,Australia,52870
2006,New Caledonia,Australia,39700
2006,New Zealand,Australia,1065210
2006,Norway,Australia,16310
2006,Pakistan,Australia,3880
2006,Papua New Guinea,Australia,29890
2006,Philippines,Australia,37570
2006,Poland,Australia,6980
2006,Russian Federation,Australia,9240
2006,Saudi Arabia,Australia,6590
2006,Singapore,Australia,229010
2006,South Africa,Australia,55660
2006,South Korea,Australia,266490
2006,Spain,Australia,18640
2006,Sri Lanka,Australia,11630
2006,Sweden,Australia,37100
2006,Switzerland,Australia,44230
2006,Taiwan,Australia,94270
2006,Thailand,Australia,68590
2006,United Arab Emirates,Australia,19970
2006,United States of America,Australia,452250
2006,Vanuatu,Australia,6890
2006,Vietnam,Australia,17980
2007,Argentina,Australia,5970
2007,Austria,Australia,18190
2007,Bangladesh,Australia,3540
2007,Belgium,Australia,14850
2007,Brazil,Australia,20020
2007,Cambodia,Australia,3760
2007,Canada,Australia,123690
2007,Chile,Australia,8310
2007,China,Australia,354610
2007,Colombia,Australia,4410
2007,Denmark,Australia,23600
2007,Fiji,Australia,24400
2007,Finland,Australia,12130
2007,France,Australia,77690
2007,Germany,Australia,156400
2007,Hong Kong,Australia,138780
2007,India,Australia,90360
2007,Indonesia,Australia,89910
2007,Iran,Australia,4410
2007,Ireland,Australia,70120
2007,Israel,Australia,15950
2007,Italy,Australia,55130
2007,Japan,Australia,569710
2007,Malaysia,Australia,152910
2007,Mexico,Australia,7220
2007,Nepal,Australia,2270
2007,Netherlands,Australia,53750
2007,New Caledonia,Australia,41400
2007,New Zealand,Australia,1128940
2007,Norway,Australia,16930
2007,Pakistan,Australia,4660
2007,Papua New Guinea,Australia,31880
2007,Philippines,Australia,44050
2007,Poland,Australia,8690
2007,Russian Federation,Australia,12320
2007,Saudi Arabia,Australia,7530
2007,Singapore,Australia,232850
2007,South Africa,Australia,61630
2007,South Korea,Australia,259380
2007,Spain,Australia,21200
2007,Sri Lanka,Australia,11930
2007,Sweden,Australia,36870
2007,Switzerland,Australia,43920
2007,Taiwan,Australia,93440
2007,Thailand,Australia,74170
2007,United Arab Emirates,Australia,26660
2007,United States of America,Australia,458610
2007,Vanuatu,Australia,7830
2007,Vietnam,Australia,25030
2008,Argentina,Australia,5650
2008,Austria,Australia,17900
2008,Bangladesh,Australia,3780
2008,Belgium,Australia,15060
2008,Brazil,Australia,26110
2008,Cambodia,Australia,4460
2008,Canada,Australia,135230
2008,Chile,Australia,10360
2008,China,Australia,354360
2008,Colombia,Australia,6050
2008,Denmark,Australia,25370
2008,Fiji,Australia,27230
2008,Finland,Australia,11890
2008,France,Australia,93590
2008,Germany,Australia,165870
2008,Hong Kong,Australia,131530
2008,India,Australia,108830
2008,Indonesia,Australia,94970
2008,Iran,Australia,4830
2008,Ireland,Australia,71130
2008,Israel,Australia,16510
2008,Italy,Australia,61750
2008,Japan,Australia,455560
2008,Malaysia,Australia,165690
2008,Mexico,Australia,7740
2008,Nepal,Australia,2540
2008,Netherlands,Australia,58100
2008,New Caledonia,Australia,45880
2008,New Zealand,Australia,1104680
2008,Norway,Australia,18590
2008,Pakistan,Australia,5030
2008,Papua New Guinea,Australia,38160
2008,Philippines,Australia,52090
2008,Poland,Australia,11110
2008,Russian Federation,Australia,13700
2008,Saudi Arabia,Australia,9920
2008,Singapore,Australia,230920
2008,South Africa,Australia,67420
2008,South Korea,Australia,222820
2008,Spain,Australia,27520
2008,Sri Lanka,Australia,12980
2008,Sweden,Australia,36530
2008,Switzerland,Australia,42310
2008,Taiwan,Australia,78090
2008,Thailand,Australia,71480
2008,United Arab Emirates,Australia,32470
2008,United States of America,Australia,462820
2008,Vanuatu,Australia,7720
2008,Vietnam,Australia,31610
2009,Argentina,Australia,7860
2009,Austria,Australia,17500
2009,Bangladesh,Australia,5120
2009,Belgium,Australia,16270
2009,Brazil,Australia,27060
2009,Cambodia,Australia,5350
2009,Canada,Australia,133450
2009,Chile,Australia,10260
2009,China,Australia,362690
2009,Colombia,Australia,6470
2009,Denmark,Australia,25160
2009,Fiji,Australia,29920
2009,Finland,Australia,12610
2009,France,Australia,101950
2009,Germany,Australia,165360
2009,Hong Kong,Australia,144150
2009,India,Australia,119420
2009,Indonesia,Australia,107190
2009,Iran,Australia,5180
