Year,Country of Stay/Residence,Origin,OBS_VALUE
2009,Ireland,Australia,65230
2009,Israel,Australia,14830
2009,Italy,Australia,57750
2009,Japan,Australia,354000
2009,Malaysia,Australia,204200
2009,Mexico,Australia,7040
2009,Nepal,Australia,3930
2009,Netherlands,Australia,55130
2009,New Caledonia,Australia,45950
2009,New Zealand,Australia,1099910
2009,Norway,Australia,18600
2009,Pakistan,Australia,6480
2009,Papua New Guinea,Australia,42840
2009,Philippines,Australia,52170
2009,Poland,Australia,8940
2009,Russian Federation,Australia,13420
2009,Saudi Arabia,Australia,12210
2009,Singapore,Australia,246490
2009,South Africa,Australia,59500
2009,South Korea,Australia,185710
2009,Spain,Australia,23090
2009,Sri Lanka,Australia,13200
2009,Sweden,Australia,34750
2009,Switzerland,Australia,46630
2009,Taiwan,Australia,99140
2009,Thailand,Australia,73740
2009,United Arab Emirates,Australia,30110
2009,United States of America,Australia,484340
2009,Vanuatu,Australia,9370
2009,Vietnam,Australia,33490
2010,Argentina,Australia,7940
2010,Austria,Australia,17050
2010,Bangladesh,Australia,6270
2010,Belgium,Australia,17950
2010,Brazil,Australia,28580
2010,Cambodia,Australia,5450
2010,Canada,Australia,135490
2010,Chile,Australia,9640
2010,China,Australia,451810
2010,Colombia,Australia,6570
2010,Denmark,Australia,23920
2010,Fiji,Australia,30700
2010,Finland,Australia,12450
2010,France,Australia,107270
2010,Germany,Australia,166210
2010,Hong Kong,Australia,150550
2010,India,Australia,138560
2010,Indonesia,Australia,121880
2010,Iran,Australia,7430
2010,Ireland,Australia,55300
2010,Israel,Australia,15210
2010,Italy,Australia,58800
2010,Japan,Australia,396370
2010,Malaysia,Australia,226410
2010,Mexico,Australia,6680
2010,Nepal,Australia,4640
2010,Netherlands,Australia,53630
2010,New Caledonia,Australia,46450
2010,New Zealand,Australia,1150210
2010,Norway,Australia,19930
2010,Pakistan,Australia,8250
2010,Papua New Guinea,Australia,47300
2010,Philippines,Australia,59070
2010,Poland,Australia,9370
2010,Russian Federation,Australia,14730
2010,Saudi Arabia,Australia,13460
2010,Singapore,Australia,265100
2010,South Africa,Australia,60880
2010,South Korea,Australia,218610
2010,Spain,Australia,23920
2010,Sri Lanka,Australia,16350
2010,Sweden,Australia,36480
2010,Switzerland,Australia,47270
2010,Taiwan,Australia,87670
2010,Thailand,Australia,74860
2010,United Arab Emirates,Australia,33630
2010,United States of America,Australia,479280
2010,Vanuatu,Australia,9860
2010,Vietnam,Australia,35660
2011,Argentina,Australia,8840
2011,Austria,Australia,15130
2011,Bangladesh,Australia,7170
2011,Belgium,Australia,17330
2011,Brazil,Australia,30890
2011,Cambodia,Australia,5120
2011,Canada,Australia,130820
2011,Chile,Australia,10560
2011,China,Australia,540540
2011,Colombia,Australia,7240
2011,Denmark,Australia,23410
2011,Fiji,Australia,29040
2011,Finland,Australia,12570
2011,France,Australia,105820
2011,Germany,Australia,160410
2011,Hong Kong,Australia,154000
2011,India,Australia,149180
2011,Indonesia,Australia,136930
2011,Iran,Australia,8670
2011,Ireland,Australia,60670
2011,Israel,Australia,13080
2011,Italy,Australia,57910
2011,Japan,Australia,332280
2011,Malaysia,Australia,228000
2011,Mexico,Australia,6670
2011,Nepal,Australia,4540
2011,Netherlands,Australia,50320
2011,New Caledonia,Australia,41990
2011,New Zealand,Australia,1166830
2011,Norway,Australia,19190
2011,Pakistan,Australia,9110
2011,Papua New Guinea,Australia,50070
2011,Philippines,Australia,65890
2011,Poland,Australia,9170
2011,Russian Federation,Australia,15910
2011,Saudi Arabia,Australia,13370
2011,Singapore,Australia,266190
2011,South Africa,Australia,63550
2011,South Korea,Australia,204480
2011,Spain,Australia,23910
2011,Sri Lanka,Australia,17020
2011,Sweden,Australia,36690
2011,Switzerland,Australia,46300
2011,Taiwan,Australia,86270
2011,Thailand,Australia,75680
2011,United Arab Emirates,Australia,27710
2011,United States of America,Australia,469270
2011,Vanuatu,Australia,10220
2011,Vietnam,Australia,32960
2012,Argentina,Australia,13210
2012,Austria,Australia,15620
2012,Bangladesh,Australia,7730
2012,Belgium,Australia,18040
2012,Brazil,Australia,33020
2012,Cambodia,Australia,5050
2012,Canada,Australia,136290
2012,Chile,Australia,13630
2012,China,Australia,628100
2012,Colombia,Australia,8730
2012,Denmark,Australia,23900
2012,Fiji,Australia,29720
2012,Finland,Australia,13990
2012,France,Australia,110880
2012,Germany,Australia,160740
2012,Hong Kong,Australia,162890
2012,India,Australia,164260
2012,Indonesia,Australia,141860
2012,Iran,Australia,9370
2012,Ireland,Australia,62550
2012,Israel,Australia,11110
2012,Italy,Australia,65620
2012,Japan,Australia,352570
2012,Malaysia,Australia,247630
2012,Mexico,Australia,6660
2012,Nepal,Australia,6460
2012,Netherlands,Australia,46810
2012,New Caledonia,Australia,39080
2012,New Zealand,Australia,1193120
2012,Norway,Australia,20450
2012,Pakistan,Australia,10150
2012,Papua New Guinea,Australia,56450
2012,Philippines,Australia,74300
2012,Poland,Australia,9920
2012,Russian Federation,Australia,19090
2012,Saudi Arabia,Australia,13650
2012,Singapore,Australia,287310
2012,South Africa,Australia,57040
2012,South Korea,Australia,205270
2012,Spain,Australia,25370
2012,Sri Lanka,Australia,19220
2012,Sweden,Australia,39070
2012,Switzerland,Australia,47120
2012,Taiwan,Australia,98340
2012,Thailand,Australia,71950
2012,United Arab Emirates,Australia,27650
2012,United States of America,Australia,500360
2012,Vanuatu,Australia,9300
2012,Vietnam,Australia,36940
2013,Argentina,Australia,14930
2013,Austria,Australia,16130
2013,Bangladesh,Australia,8110
2013,Belgium,Australia,19070
2013,Brazil,Australia,36430
2013,Cambodia,Australia,5070
2013,Canada,Australia,136290
2013,Chile,Australia,15930
2013,China,Australia,720760
2013,Colombia,Australia,10250
2013,Denmark,Australia,23970
2013,Fiji,Australia,30540
2013,Finland,Australia,13640
2013,France,Australia,114800
2013,Germany,Australia,170090
2013,Hong Kong,Australia,182970
2013,India,Australia,176830
2013,Indonesia,Australia,146790
2013,Iran,Australia,7120
2013,Ireland,Australia,63700
2013,Israel,Australia,12310
2013,Italy,Australia,71670
2013,Japan,Australia,330800
2013,Malaysia,Australia,281390
2013,Mexico,Australia,7680
2013,Nepal,Australia,6500
2013,Netherlands,Australia,45540
2013,New Caledonia,Australia,38860
2013,New Zealand,Australia,1201250
2013,Norway,Australia,20540
2013,Pakistan,Australia,10260
2013,Papua New Guinea,Australia,56600
2013,Philippines,Australia,74550
2013,Poland,Australia,11580
2013,Russian Federation,Australia,20030
2013,Saudi Arabia,Australia,13600
2013,Singapore,Australia,333140
2013,South Africa,Australia,54770
2013,South Korea,Australia,198870
2013,Spain,Australia,25870
2013,Sri Lanka,Australia,19150
2013,Sweden,Australia,40670
2013,Switzerland,Australia,48980
2013,Taiwan,Australia,109320
2013,Thailand,Australia,78590
2013,United Arab Emirates,Australia,32340
2013,United States of America,Australia,516250
2013,Vanuatu,Australia,9950
2013,Vietnam,Australia,40900
2014,Argentina,Australia,11290
2014,Austria,Australia,16870
2014,Bangladesh,Australia,10250
2014,Belgium,Australia,21550
2014,Brazil,Australia,44700
2014,Cambodia,Australia,5110
2014,Canada,Australia,140110
2014,Chile,Australia,16780
2014,China,Australia,851030
2014,Colombia,Australia,10760
2014,Denmark,Australia,24580
2014,Fiji,Australia,31750
2014,Finland,Australia,14070
2014,France,Australia,123520
2014,Germany,Australia,183740
2014,Hong Kong,Australia,201340
2014,India,Australia,200100
2014,Indonesia,Australia,155000
2014,Iran,Australia,7750
2014,Ireland,Australia,61690
2014,Israel,Australia,11740
2014,Italy,Australia,74220
2014,Japan,Australia,333750
2014,Malaysia,Australia,326730
2014,Mexico,Australia,8450
2014,Nepal,Australia,8110
2014,Netherlands,Australia,46740
2014,New Caledonia,Australia,43050
2014,New Zealand,Australia,1244800
2014,Norway,Australia,22010
2014,Pakistan,Australia,10880
2014,Papua New Guinea,Australia,53980
2014,Philippines,Australia,81820
2014,Poland,Australia,13550
2014,Russian Federation,Australia,19710
2014,Saudi Arabia,Australia,15240
2014,Singapore,Australia,362680
2014,South Africa,Australia,53850
2014,South Korea,Australia,202820
2014,Spain,Australia,29650
2014,Sri Lanka,Australia,21300
2014,Sweden,Australia,42470
2014,Switzerland,Australia,52040
2014,Taiwan,Australia,120120
2014,Thailand,Australia,76780
2014,United Arab Emirates,Australia,35340
2014,United States of America,Australia,561700
2014,Vanuatu,Australia,8690
2014,Vietnam,Australia,48100
2015,Argentina,Australia,11090
2015,Austria,Australia,16880
2015,Bangladesh,Australia,11540
2015,Belgium,Australia,20300
2015,Brazil,Australia,45590
2015,Cambodia,Australia,6640
2015,Canada,Australia,141570
2015,Chile,Australia,18050
2015,China,Australia,1031900
2015,Colombia,Australia,11960
2015,Denmark,Australia,25090
2015,Fiji,Australia,32020
2015,Finland,Australia,14450
2015,France,Australia,124700
2015,Germany,Australia,185280
2015,Hong Kong,Australia,217880
2015,India,Australia,235790
2015,Indonesia,Australia,157530
2015,Iran,Australia,9360
2015,Ireland,Australia,58120
2015,Israel,Australia,12880
2015,Italy,Australia,73370
2015,Japan,Australia,341990
2015,Malaysia,Australia,340680
2015,Mexico,Australia,8860
2015,Nepal,Australia,10570
2015,Netherlands,Australia,46030
2015,New Caledonia,Australia,48630
2015,New Zealand,Australia,1311950
2015,Norway,Australia,21250
2015,Pakistan,Australia,11460
2015,Papua New Guinea,Australia,53660
2015,Philippines,Australia,95240
2015,Poland,Australia,15420
2015,Russian Federation,Australia,13950
2015,Saudi Arabia,Australia,14880
2015,Singapore,Australia,387150
2015,South Africa,Australia,55950
2015,South Korea,Australia,226780
2015,Spain,Australia,35070
2015,Sri Lanka,Australia,26960
2015,Sweden,Australia,43590
2015,Switzerland,Australia,52990
2015,Taiwan,Australia,131230
2015,Thailand,Australia,78110
2015,United Arab Emirates,Australia,38830
2015,United States of America,Australia,618630
2015,Vanuatu,Australia,9360
2015,Vietnam,Australia,57330
2016,Argentina,Australia,18710
2016,Austria,Australia,18890
2016,Bangladesh,Australia,12130
2016,Belgium,Australia,20950
2016,Brazil,Australia,47240
2016,Cambodia,Australia,9250
2016,Canada,Australia,152140
2016,Chile,Australia,23060
2016,China,Australia,1208240
2016,Colombia,Australia,13820
2016,Denmark,Australia,28730
2016,Fiji,Australia,36680
2016,Finland,Australia,15050
2016,France,Australia,129100
2016,Germany,Australia,199260
2016,Hong Kong,Australia,247680
2016,India,Australia,262260
2016,Indonesia,Australia,180600
2016,Iran,Australia,12020
2016,Ireland,Australia,56680
2016,Israel,Australia,13190
2016,Italy,Australia,76400
2016,Japan,Australia,417870
2016,Malaysia,Australia,389960
2016,Mexico,Australia,9130
2016,Nepal,Australia,15070
2016,Netherlands,Australia,50640
2016,New Caledonia,Australia,49380
2016,New Zealand,Australia,1345190
2016,Norway,Australia,21440
2016,Pakistan,Australia,14420
2016,Papua New Guinea,Australia,52450
2016,Philippines,Australia,113050
2016,Poland,Australia,17540
2016,Russian Federation,Australia,13600
2016,Saudi Arabia,Australia,13800
2016,Singapore,Australia,429760
2016,South Africa,Australia,56390
2016,South Korea,Australia,280100
2016,Spain,Australia,40260
2016,Sri Lanka,Australia,30760
2016,Sweden,Australia,44700
2016,Switzerland,Australia,54040
2016,Taiwan,Australia,162960
2016,Thailand,Australia,91720
2016,United Arab Emirates,Australia,40900
2016,United States of America,Australia,716530
2016,Vanuatu,Australia,10320
2016,Vietnam,Australia,70050
2017,Argentina,Australia,23550
2017,Austria,Australia,18440
2017,Bangladesh,Australia,16680
2017,Belgium,Australia,21480
2017,Brazil,Australia,55720
2017,Cambodia,Australia,10270
2017,Canada,Australia,167580
2017,Chile,Australia,24870
2017,China,Australia,1356910
2017,Colombia,Australia,16010
2017,Denmark,Australia,28530
2017,Fiji,Australia,41670
2017,Finland,Australia,16180
2017,France,Australia,129620
2017,Germany,Australia,208350
2017,Hong Kong,Australia,281200
2017,India,Australia,302570
2017,Indonesia,Australia,192790
2017,Iran,Australia,13990
2017,Ireland,Australia,57160
2017,Israel,Australia,14110
2017,Italy,Australia,75300
2017,Japan,Australia,434550
2017,Malaysia,Australia,396770
2017,Mexico,Australia,11420
2017,Nepal,Australia,19960
2017,Netherlands,Australia,55450
2017,New Caledonia,Australia,50420
2017,New Zealand,Australia,1359510
2017,Norway,Australia,22200
2017,Pakistan,Australia,17780
2017,Papua New Guinea,Australia,50530
2017,Philippines,Australia,127300
2017,Poland,Australia,18300
2017,Russian Federation,Australia,15240
2017,Saudi Arabia,Australia,12790
2017,Singapore,Australia,432970
2017,South Africa,Australia,56040
2017,South Korea,Australia,302210
2017,Spain,Australia,40410
2017,Sri Lanka,Australia,35540
2017,Sweden,Australia,47340
2017,Switzerland,Australia,56560
2017,Taiwan,Australia,179930
2017,Thailand,Australia,97870
2017,United Arab Emirates,Australia,45150
2017,United States of America,Australia,780570
2017,Vanuatu,Australia,12690
2017,Vietnam,Australia,93860
2018,Argentina,Australia,28980
2018,Austria,Australia,19050
2018,Bangladesh,Australia,18830
2018,Belgium,Australia,23070
2018,Brazil,Australia,57820
2018,Cambodia,Australia,12340
2018,Canada,Australia,182100
2018,Chile,Australia,30870
2018,China,Australia,1432140
2018,Colombia,Australia,19090
2018,Denmark,Australia,30490
2018,Fiji,Australia,45640
2018,Finland,Australia,16950
2018,France,Australia,142600
2018,Germany,Australia,207120
2018,Hong Kong,Australia,308750
2018,India,Australia,357700
2018,Indonesia,Australia,208910
2018,Iran,Australia,13280
2018,Ireland,Australia,62340
2018,Israel,Australia,15730
2018,Italy,Australia,77900
2018,Japan,Australia,469330
2018,Malaysia,Australia,401170
2018,Mexico,Australia,11860
2018,Nepal,Australia,29140
2018,Netherlands,Australia,59750
2018,New Caledonia,Australia,53770
2018,New Zealand,Australia,1385000
2018,Norway,Australia,24280
2018,Pakistan,Australia,19650
2018,Papua New Guinea,Australia,48720
2018,Philippines,Australia,143700
2018,Poland,Australia,19950
2018,Russian Federation,Australia,16310
2018,Saudi Arabia,Australia,13760
2018,Singapore,Australia,447980
2018,South Africa,Australia,59010
2018,South Korea,Australia,287990
2018,Spain,Australia,47080
2018,Sri Lanka,Australia,42070
2018,Sweden,Australia,45600
2018,Switzerland,Australia,57930
2018,Taiwan,Australia,202820
2018,Thailand,Australia,99410
2018,United Arab Emirates,Australia,41680
2018,United States of America,Australia,789110
2018,Vanuatu,Australia,14560
2018,Vietnam,Australia,110820
2019,Argentina,Australia,23830
2019,Austria,Australia,19520
2019,Bangladesh,Australia,20250
2019,Belgium,Australia,23600
2019,Brazil,Australia,57950
2019,Cambodia,Australia,15730
2019,Canada,Australia,189610
2019,Chile,Australia,29590
2019,China,Australia,1438670
2019,Colombia,Australia,21760
2019,Denmark,Australia,29650
2019,Fiji,Australia,45670
2019,Finland,Australia,16370
2019,France,Australia,143730
2019,Germany,Australia,207090
2019,Hong Kong,Australia,315150
2019,India,Australia,399300
2019,Indonesia,Australia,221730
2019,Iran,Australia,10610
2019,Ireland,Australia,67280
2019,Israel,Australia,16280
2019,Italy,Australia,75210
2019,Japan,Australia,498640
2019,Malaysia,Australia,384900
2019,Mexico,Australia,13280
2019,Nepal,Australia,38110
2019,Netherlands,Australia,64750
2019,New Caledonia,Australia,54570
2019,New Zealand,Australia,1433770
2019,Norway,Australia,23390
2019,Pakistan,Australia,20910
2019,Papua New Guinea,Australia,49390
2019,Philippines,Australia,158550
2019,Poland,Australia,21060
2019,Russian Federation,Australia,17910
2019,Saudi Arabia,Australia,14510
2019,Singapore,Australia,478500
2019,South Africa,Australia,61310
2019,South Korea,Australia,280480
2019,Spain,Australia,47460
2019,Sri Lanka,Australia,43960
2019,Sweden,Australia,42610
2019,Switzerland,Australia,54730
2019,Taiwan,Australia,194610
2019,Thailand,Australia,102700
2019,United Arab Emirates,Australia,40380
2019,United States of America,Australia,817990
2019,Vanuatu,Australia,17110
2019,Vietnam,Australia,123460
2020,Argentina,Australia,6870
2020,Austria,Australia,4750
2020,Bangladesh,Australia,4530
2020,Belgium,Australia,5750
2020,Brazil,Australia,13060
2020,Cambodia,Australia,2860
2020,Canada,Australia,52290
2020,Chile,Australia,7730
2020,China,Australia,207690
2020,Colombia,Australia,5900
2020,Denmark,Australia,8770
2020,Fiji,Australia,8600
2020,Finland,Australia,3970
2020,France,Australia,34710
2020,Germany,Australia,53030
2020,Hong Kong,Australia,60930
2020,India,Australia,83960
2020,Indonesia,Australia,34360
2020,Iran,Australia,1910
2020,Ireland,Australia,17080
2020,Israel,Australia,3790
2020,Italy,Australia,14980
2020,Japan,Australia,91720
2020,Malaysia,Australia,44790
2020,Mexico,Australia,3030
2020,Nepal,Australia,7780
2020,Netherlands,Australia,15260
2020,New Caledonia,Australia,14010
2020,New Zealand,Australia,242440
2020,Norway,Australia,5810
2020,Pakistan,Australia,5930
2020,Papua New Guinea,Australia,9300
2020,Philippines,Australia,26530
2020,Poland,Australia,6430
2020,Russian Federation,Australia,5090
2020,Saudi Arabia,Australia,4350
2020,Singapore,Australia,58320
2020,South Africa,Australia,11220
2020,South Korea,Australia,53520
2020,Spain,Australia,11220
2020,Sri Lanka,Australia,8550
2020,Sweden,Australia,11470
2020,Switzerland,Australia,13310
2020,Taiwan,Australia,35950
2020,Thailand,Australia,15100
2020,United Arab Emirates,Australia,7220
2020,United States of America,Australia,188680
2020,Vanuatu,Australia,3810
2020,Vietnam,Australia,28470
2021,Argentina,Australia,320
2021,Austria,Australia,390
2021,Bangladesh,Australia,630
2021,Belgium,Australia,490
2021,Brazil,Australia,650
2021,Cambodia,Australia,150
2021,Canada,Australia,3280
2021,Chile,Australia,170
2021,China,Australia,6550
2021,Colombia,Australia,170
2021,Denmark,Australia,600
2021,Fiji,Australia,1150
2021,Finland,Australia,240
2021,France,Australia,2980
2021,Germany,Australia,3120
2021,Hong Kong,Australia,3090
2021,India,Australia,12960
2021,Indonesia,Australia,2830
2021,Iran,Australia,400
2021,Ireland,Australia,1890
2021,Israel,Australia,840
2021,Italy,Australia,1770
2021,Japan,Australia,1870
2021,Malaysia,Australia,2340
2021,Mexico,Australia,130
2021,Nepal,Australia,1400
2021,Netherlands,Australia,1670
2021,New Caledonia,Australia,600
2021,New Zealand,Australia,96760
2021,Norway,Australia,500
2021,Pakistan,Australia,1130
2021,Papua New Guinea,Australia,1170
2021,Philippines,Australia,4460
2021,Poland,Australia,500
2021,Russian Federation,Australia,490
2021,Saudi Arabia,Australia,610
2021,Singapore,Australia,15830
2021,South Africa,Australia,830
2021,South Korea,Australia,2060
2021,Spain,Australia,1030
2021,Sri Lanka,Australia,1640
2021,Sweden,Australia,820
2021,Switzerland,Australia,1190
2021,Taiwan,Australia,480
2021,Thailand,Australia,1390
2021,United Arab Emirates,Australia,2790
2021,United States of America,Australia,16760
2021,Vanuatu,Australia,4890
2021,Vietnam,Australia,1300
2022,Argentina,Australia,12010
2022,Austria,Australia,8580
2022,Bangladesh,Australia,14170
2022,Belgium,Australia,10650
2022,Brazil,Australia,29400
2022,Cambodia,Australia,8720
2022,Canada,Australia,88010
2022,Chile,Australia,11060
2022,China,Australia,89250
2022,Colombia,Australia,21830
2022,Denmark,Australia,14820
2022,Fiji,Australia,28120
2022,Finland,Australia,6120
2022,France,Australia,60520
2022,Germany,Australia,85350
2022,Hong Kong,Australia,53720
2022,India,Australia,303330
2022,Indonesia,Australia,90840
2022,Iran,Australia,8890
2022,Ireland,Australia,46240
2022,Israel,Australia,9720
2022,Italy,Australia,36320
2022,Japan,Australia,79390
2022,Malaysia,Australia,85260
2022,Mexico,Australia,5740
2022,Nepal,Australia,39370
2022,Netherlands,Australia,31400
2022,New Caledonia,Australia,28630
2022,New Zealand,Australia,697630
2022,Norway,Australia,10970
2022,Pakistan,Australia,18260
2022,Papua New Guinea,Australia,20800
2022,Philippines,Australia,80290
2022,Poland,Australia,7810
2022,Russian Federation,Australia,5070
2022,Saudi Arabia,Australia,6050
2022,Singapore,Australia,295800
2022,South Africa,Australia,36260
2022,South Korea,Australia,72510
2022,Spain,Australia,23770
2022,Sri Lanka,Australia,27800
2022,Sweden,Australia,17350
2022,Switzerland,Australia,22590
2022,Taiwan,Australia,26160
2022,Thailand,Australia,52660
2022,United Arab Emirates,Australia,23450
2022,United States of America,Australia,326030
2022,Vanuatu,Australia,10490
2022,Vietnam,Australia,69820
2023,Argentina,Australia,22920
2023,Austria,Australia,16150
2023,Bangladesh,Australia,20630
2023,Belgium,Australia,17190
2023,Brazil,Australia,48350
2023,Cambodia,Australia,18550
2023,Canada,Australia,157190
2023,Chile,Australia,23840
2023,China,Australia,535790
2023,Colombia,Australia,39570
2023,Denmark,Australia,26000
2023,Fiji,Australia,55040
2023,Finland,Australia,11140
2023,France,Australia,114160
2023,Germany,Australia,151870
2023,Hong Kong,Australia,183700
2023,India,Australia,395560
2023,Indonesia,Australia,201500
2023,Iran,Australia,11480
2023,Ireland,Australia,79190
2023,Israel,Australia,13930
2023,Italy,Australia,62300
2023,Japan,Australia,297720
2023,Malaysia,Australia,175550
2023,Mexico,Australia,12250
2023,Nepal,Australia,54800
2023,Netherlands,Australia,51920
2023,New Caledonia,Australia,43870
2023,New Zealand,Australia,1272140
2023,Norway,Australia,17990
2023,Pakistan,Australia,25660
2023,Papua New Guinea,Australia,39940
2023,Philippines,Australia,157570
2023,Poland,Australia,14890
2023,Russian Federation,Australia,10630
2023,Saudi Arabia,Australia,9430
2023,Singapore,Australia,364010
2023,South Africa,Australia,46110
2023,South Korea,Australia,288010
2023,Spain,Australia,42160
2023,Sri Lanka,Australia,41240
2023,Sweden,Australia,28110
2023,Switzerland,Australia,42600
2023,Taiwan,Australia,122790
2023,Thailand,Australia,96710
2023,United Arab Emirates,Australia,37090
2023,United States of America,Australia,659740
2023,Vanuatu,Australia,18780
2023,Vietnam,Australia,166630
2024,Argentina,Australia,23960
2024,Austria,Australia,17500
2024,Bangladesh,Australia,21770
2024,Belgium,Australia,18420
2024,Brazil,Australia,45610
2024,Cambodia,Australia,19440
2024,Canada,Australia,165010
2024,Chile,Australia,25980
2024,China,Australia,891550
2024,Colombia,Australia,24950
2024,Denmark,Australia,27540
2024,Fiji,Australia,55680
2024,Finland,Australia,12000
2024,France,Australia,127860
2024,Germany,Australia,168580
2024,Hong Kong,Australia,216240
2024,India,Australia,443460
2024,Indonesia,Australia,224250
2024,Iran,Australia,9720
2024,Ireland,Australia,86500
2024,Israel,Australia,13850
2024,Italy,Australia,65950
2024,Japan,Australia,397330
2024,Malaysia,Australia,203080
2024,Mexico,Australia,14530
2024,Nepal,Australia,59590
2024,Netherlands,Australia,51610
2024,New Caledonia,Australia,36730
2024,New Zealand,Australia,1392960
2024,Norway,Australia,20200
2024,Pakistan,Australia,22870
2024,Papua New Guinea,Australia,46590
2024,Philippines,Australia,174790
2024,Poland,Australia,18110
2024,Russian Federation,Australia,10940
2024,Saudi Arabia,Australia,10600
2024,Singapore,Australia,417900
2024,South Africa,Australia,48440
2024,South Korea,Australia,374560
2024,Spain,Australia,46580
2024,Sri Lanka,Australia,47820
2024,Sweden,Australia,29260
2024,Switzerland,Australia,44410
2024,Taiwan,Australia,164470
2024,Thailand,Australia,96430
2024,United Arab Emirates,Australia,39300
2024,United States of America,Australia,712380
2024,Vanuatu,Australia,18130
2024,Vietnam,Australia,173100
2025,Argentina,Australia,14800
2025,Austria,Australia,9900
2025,Bangladesh,Australia,13640
2025,Belgium,Australia,11150
2025,Brazil,Australia,23070
2025,Cambodia,Australia,11210
2025,Canada,Australia,96730
2025,Chile,Australia,15570
2025,China,Australia,622550
2025,Colombia,Australia,11640
2025,Denmark,Australia,14750
2025,Fiji,Australia,29750
2025,Finland,Australia,6080
2025,France,Australia,75720
2025,Germany,Australia,92820
2025,Hong Kong,Australia,135890
2025,India,Australia,260300
2025,Indonesia,Australia,138910
2025,Iran,Australia,5090
2025,Ireland,Australia,53250
2025,Israel,Australia,9040
2025,Italy,Australia,36200
2025,Japan,Australia,206800
2025,Malaysia,Australia,110430
2025,Mexico,Australia,8190
2025,Nepal,Australia,30330
2025,Netherlands,Australia,28530
2025,New Caledonia,Australia,27480
2025,New Zealand,Australia,773460
2025,Norway,Australia,10550
2025,Pakistan,Australia,15590
2025,Papua New Guinea,Australia,24940
2025,Philippines,Australia,104960
2025,Poland,Australia,11700
2025,Russian Federation,Australia,7020
2025,Saudi Arabia,Australia,8040
2025,Singapore,Australia,236620
2025,South Africa,Australia,24660
2025,South Korea,Australia,208750
2025,Spain,Australia,24580
2025,Sri Lanka,Australia,26280
2025,Sweden,Australia,15140
2025,Switzerland,Australia,23980
2025,Taiwan,Australia,111260
2025,Thailand,Australia,57430
2025,United Arab Emirates,Australia,23500
2025,United States of America,Australia,428080
2025,Vanuatu,Australia,10400
2025,Vietnam,Australia,97210
